Style,Supplier SKU,UPC,Title,Description,Size,Color,URL,,,,,
D1497,D1497W-LIMEGRN-16W,#843523108545,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",16W,LIMEGRN,,,,,,
D1497,D1497W-LIMEGRN-18W,#843523108552,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",18W,LIMEGRN,,,,,,
D1497,D1497W-LIMEGRN-20W,#843523108569,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",20W,LIMEGRN,,,,,,
D1497,D1497W-LIMEGRN-22W,#843523108576,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",22W,LIMEGRN,,14, 22W,12,,
D1497,D1497W-LIMEGRN-24W,#843523108583,Giovanna Collection Women's Printed Brocade Pleated A-line Dress,"Draw attention at your next event with this cute little green dress from Giovanna Collection! Made with uniquely designed printed brocade, this A-line dress is absolutely your new wardrobe staple! Pleats from the waistline, back zipper closure, cap sleeves.",24W,LIMEGRN,,,,,,
D1498,D1498-NAVY-10,#843523108590,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",10,NAVY,,,,,,
D1498,D1498-NAVY-12,#843523108606,Giovanna Collection Women's Digital Print Pleated Long Dress,,12,NAVY,,,,,,
D1498,D1498-NAVY-14,#843523108613,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14,NAVY,,,,,,
D1498,D1498-NAVY-16,#843523108620,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16,NAVY,,,,,,
D1498,D1498-NAVY-18,#843523108637,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18,NAVY,,,,,,
D1498,D1498-PUR/GLD-10,#843523101300,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",10,PUR/GLD,,,,,,
D1498,D1498-PUR/GLD-12,#843523101317,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",12,PUR/GLD,,,,,,
D1498,D1498-PUR/GLD-14,#843523101324,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14,PUR/GLD,,,,,,
D1498,D1498-PUR/GLD-16,#843523101331,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16,PUR/GLD,,,,,,
D1498,D1498-PUR/GLD-18,#843523101348,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18,PUR/GLD,,,,,,
D1498,D1498-RED/BLK-10,#843523101195,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",10,RED/BLK,,,,,,
D1498,D1498-RED/BLK-12,#843523101201,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",12,RED/BLK,,,,,,
D1498,D1498-RED/BLK-14,#843523101218,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14,RED/BLK,,,,,,
D1498,D1498-RED/BLK-16,#843523101225,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16,RED/BLK,,,,,,
D1498,D1498-RED/BLK-18,#843523101232,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18,RED/BLK,,,,,,
D1498,D1498W-NAVY-14W,#843523108644,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14W,NAVY,,,,,,
D1498,D1498W-NAVY-16W,#843523108651,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16W,NAVY,,,,,,
D1498,D1498W-NAVY-18W,#843523108668,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18W,NAVY,,,,,,
D1498,D1498W-NAVY-20W,#843523108675,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",20W,NAVY,,,,,,
D1498,D1498W-NAVY-22W,#843523108682,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",22W,NAVY,,,,,,
D1498,D1498W-NAVY-24W,#843523108699,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",24W,NAVY,,,,,,
D1498,D1498W-PUR/GLD-14W,#843523101355,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",14W,PUR/GLD,,,,,,
D1498,D1498W-PUR/GLD-16W,#843523101362,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",16W,PUR/GLD,,14, 22W,12,,
D1498,D1498W-PUR/GLD-18W,#843523101379,Giovanna Collection Women's Digital Print Pleated Long Dress,"Be ready to turn heads around at your next special event with this gorgeous long dress from Giovanna Collection! Made with luxury silk-like fabric for a soft and sophisticated look, the digital prints look like embroidery, the pleats from the waistline adds more style to this dress. Back zipper closure, contrast color cuffs. Dress length from center back is 55"" - 56"".",18W,PUR/GLD,,,,,,
