style,color,url,index
D1472, Purple,https://dl.dropboxusercontent.com/s/5dd9nffqcw20wyq/d1472%20purple.jpg?dl=0,0
D1472, Purple,https://dl.dropboxusercontent.com/s/t9ktm0j4qx5vmht/d1472%20purple_back.jpg?dl=0,back.jp
D1473, Black,https://dl.dropboxusercontent.com/s/sysq2f6ouo4j38u/d1473%20black_back.jpg?dl=0,back.jp
D1473, Black,https://dl.dropboxusercontent.com/s/eydlkiweor2laeb/d1473%20black_dress.jpg?dl=0,dress.jp
D1474, Black,https://dl.dropboxusercontent.com/s/gug6d13fr7wx97g/d1474%20black_1.jpg?dl=0,1.jp
D1474, Black,https://dl.dropboxusercontent.com/s/qdil03gwnk8bs1n/d1474%20black_2.jpg?dl=0,2.jp
D1474, Ivory,https://dl.dropboxusercontent.com/s/d7p5iyqrppow475/d1474%20ivory.jpg?dl=0,0
D1474, Ivory,https://dl.dropboxusercontent.com/s/rk1megvj2y9f2pu/d1474%20ivory_back.jpg?dl=0,back.jp
D1475, Denim Blue,https://dl.dropboxusercontent.com/s/52ct2g59pi6v2sk/d1475%20denim%20blue_1.jpg?dl=0,1.jp
D1475, Denim Blue,https://dl.dropboxusercontent.com/s/7jqe3d02wr192vr/d1475%20denim%20blue_2.jpg?dl=0,2.jp
D1475, Khaki,https://dl.dropboxusercontent.com/s/28050t3x30hqjlh/d1475%20khaki_1.jpg?dl=0,1.jp
D1475, Khaki,https://dl.dropboxusercontent.com/s/2t7xtqdrqszlpsm/d1475%20khaki_2.jpg?dl=0,2.jp
D1475, Lavender,https://dl.dropboxusercontent.com/s/8nwd7rxz6zrefrd/d1475%20lavender.jpg?dl=0,0
D1475, White,https://dl.dropboxusercontent.com/s/t4ah05dj5lws5qw/d1475%20white_1.jpg?dl=0,1.jp
D1475, White,https://dl.dropboxusercontent.com/s/oav096fz2tilym9/d1475%20white_2.jpg?dl=0,2.jp
D1476, Denim blue.JP,https://dl.dropboxusercontent.com/s/0cx8bczm5495b93/d1476%20denim%20blue.jpg?dl=0,0
D1476, Lavender,https://dl.dropboxusercontent.com/s/xy07nu8ym4twxr0/d1476%20lavender_1.jpg?dl=0,1.jp
D1476, Lavender,https://dl.dropboxusercontent.com/s/9ctpbofitt2j2yz/d1476%20lavender_2.jpg?dl=0,2.jp
D1476, Lavender,https://dl.dropboxusercontent.com/s/pxq02jsu7cfkl6o/d1476%20lavender_3.jpg?dl=0,3.jp
D1476, Lavender,https://dl.dropboxusercontent.com/s/vqfdvapz17jse7g/d1476%20lavender_4.jpg?dl=0,4.jp
D1476, Lavender,https://dl.dropboxusercontent.com/s/rwrt9k66x4obvt2/d1476%20lavender_5.jpg?dl=0,5.jp
D1477, Denim blue.JP,https://dl.dropboxusercontent.com/s/v814sgqykshi5dc/d1477%20denim%20blue.jpg?dl=0,0
D1477, Pink,https://dl.dropboxusercontent.com/s/zbu30vx9ocv08mc/d1477%20pink.jpg?dl=0,0
D1477, White,https://dl.dropboxusercontent.com/s/uxv7j04s1h3qhh5/d1477%20white.jpg?dl=0,0
D1477, White,https://dl.dropboxusercontent.com/s/sl06w0chhtbto0y/d1477%20white_back.jpg?dl=0,back.jp
D1478, Ice blue,https://dl.dropboxusercontent.com/s/5t38gfuoj85tb1k/d1478%20ice%20blue.jpg?dl=0,0
D1479, Black,https://dl.dropboxusercontent.com/s/i67orz1haoq3w5t/d1479%20black.jpg?dl=0,0
D1479, Ice blue,https://dl.dropboxusercontent.com/s/1pqc8elno0xjjd5/d1479%20ice%20blue.jpg?dl=0,0
D1479, Purple,https://dl.dropboxusercontent.com/s/9jlvigegc8mr3z1/d1479%20purple.jpg?dl=0,0
D1479, Purple,https://dl.dropboxusercontent.com/s/21z7hcpg514ilu5/d1479%20purple_back.jpg?dl=0,back.jp
D1479, Purple,https://dl.dropboxusercontent.com/s/wkphcmkbrlfrnty/d1479%20purple_dress.jpg?dl=0,dress.jp
D1481, Hot Pink,https://dl.dropboxusercontent.com/s/54rdh43aimocwwy/d1481%20hot%20pink.jpg?dl=0,0
D1481, White,https://dl.dropboxusercontent.com/s/yu4e2pax97rnxmy/d1481%20white.jpg?dl=0,0
D1482, Lemon yellow,https://dl.dropboxusercontent.com/s/aivt5ripomg856e/d1482%20lemon%20yellow.jpg?dl=0,0
